sex,age,region,agglomeration_type,personal_situation,main_profession,employment_status,internet_frequency,cultural_frequency,legality_type,legality_evolution,payment_type,monthly_spending,devices_films_series,vpn_usage,cracked_apps_usage,streaming_download_type,dns_settings_usage,paid_services_access,household_size,children_count,household_status,age_group,generation,children_count_numeric,household_size_numeric,has_children,family_stage,urbanity_bucket,internet_intensity_score,cultural_frequency_score,legality_score,payment_orientation_score,paid_access_score,vpn_score,dns_score,download_risk_score,cracked_apps_score,module_completion_rate,response_depth_score,engagement_score,risk_behavior_score,monetization_score,raw_content_paid_score,raw_content_category_count,raw_device_diversity,raw_illicit_channel_count,raw_illicit_frequency_mean,raw_illicit_method_count,raw_stream_ripping_score,raw_legal_offer_advantage_count,raw_legal_motivation_count,raw_behavioral_coverage_rate,content_depth_score,raw_risk_intensity_score,legal_value_perception_score,paying_user,hybrid_access_user,risky_behavior_user,payment_bucket,access_style,value_tier,high_value_user,under_monetized_engaged_user,consumer_segment,consumer_profile
Female,57,Nouvelle-Aquitaine,Bourg / petite agglomération,actif,Services directs aux particuliers,Salarié de l’État,Plusieurs fois par jour,,,autant légale,,0.0,,ancien utilisateur,,,Jamais,abonné,1 personne,Aucun,célibataire,50-64,Gen X,0,1,False,Single / other,Other,7,0.0,0.0,0.0,2.0,1,0,0.0,0.0,0.5,5,0.45,1.0,0.2,0.0,0,0,0,0.0,0,0.0,0,3,0.0498220640569395,0.01494661921708185,0.0,3,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Male,46,Île-de-France,Autres / hors unité urbaine,actif,"Professeurs des écoles, instituteurs",Salarié du privé ou association,Plusieurs fois par jour,,,davantage légale,,0.0,,régulièrement,,,Jamais,compte partagé,4 personnes,2,couple,35-49,Gen X,2,4,True,Family with children,Other,7,0.0,0.0,0.0,1.0,3,0,0.0,0.0,0.5,5,0.45,3.0,0.1,0.0,0,0,0,0.0,0,0.0,0,2,0.0498220640569395,0.01494661921708185,0.0,2,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | with children
Male,49,Auvergne-Rhône-Alpes,Rural isolé,actif,Employés de commerce,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,,0.0,,jamais,,,Je ne sais pas ce que c’est,compte partagé,1 personne,Aucun,célibataire,35-49,Gen X,0,1,False,Single / other,Rural,7,4.0,1.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.8,0.0,0.1,0.0,0,0,0,0.0,0,0.0,0,2,0.0498220640569395,0.01494661921708185,0.0,2,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,50,Île-de-France,Autres / hors unité urbaine,autre,,,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,3 personnes,1,couple,50-64,Gen X,1,3,True,Family with children,Other,7,3.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,0.7124999999999999,0.0,0.2,1.4,5,3,0,0.0,0,5.0,0,0,0.09252669039145907,0.23400800711743772,5.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Gen X | Free-oriented | with children
Female,37,Grand Est,Rural périurbain,chômeur,Ouvriers non qualifiés industriels,Salarié d’un particulier,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,jamais,Non,souvent payante,Je ne sais pas ce que c’est,abonné,2 personnes,1,célibataire,35-49,Millennial,1,2,True,Family with children,Rural,7,3.0,1.0,1.0,2.0,0,0,0.0,0.0,1.0,10,0.7124999999999999,0.0,0.30000000000000004,1.0,2,1,0,0.0,0,4.0,0,0,0.03914590747330961,0.09299377224199289,4.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Low Engagement Users,Millennial | Free-oriented | with children
Female,26,Pays de la Loire,Rural isolé,actif,Employés de commerce,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,gratuit,36.0,Sur d’autres appareils,ancien utilisateur,Non,souvent gratuit,Jamais,compte partagé,5 personnes,3,couple,25-34,Gen Z,3,5,True,Family with children,Rural,7,4.0,1.0,1.0,1.0,1,0,2.0,0.0,1.0,10,1.0,3.0,0.5,2.0,9,13,0,0.0,0,4.0,0,0,0.1494661921708185,0.46358985765124555,4.0,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,23,Provence-Alpes-Côte d’Azur,Rural isolé,actif,Professions libérales de la santé,Chef d'entreprise à son compte,Plusieurs fois par jour,1 à 3 fois par mois,Légale,autant légale,souvent gratuit,100.0,Sur d’autres appareils,occasionnellement,Non,Autant,De temps en temps,Non,5 personnes,3,couple,18-24,Gen Z,3,5,True,Family with children,Rural,7,2.0,1.0,2.0,0.0,2,1,1.0,0.0,1.0,10,0.825,4.0,0.5,2.2,5,3,5,2.0,4,2.6666666666666665,0,0,0.2669039145907473,0.28632117437722415,11.666666666666666,0,True,False,True,Free-oriented,Legal Free,Top spender,True,False,Hybrid Monetizers,Gen Z | Free-oriented | with children
Male,63,Pays de la Loire,Paris et grandes métropoles,retraite,Ouvriers qualifiés de type industriel,,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,ancien utilisateur,Non,payante,Je ne sais pas ce que c’est,Non,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Metro,7,4.0,1.0,1.0,0.0,1,0,0.0,0.0,1.0,10,0.8,1.0,0.1,1.0,5,3,0,0.0,0,5.0,0,0,0.09252669039145907,0.23400800711743772,5.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Boomer+ | Free-oriented | without children
Female,60,Hauts-de-France,Bourg / petite agglomération,actif,Employés administratifs d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,,,davantage légale,,60.0,,jamais,Non,payante,Jamais,abonné,3 personnes,1,couple,50-64,Gen X,1,3,True,Family with children,Other,7,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.7,7,0.65,0.0,0.5,5.0,4,8,0,0.0,0,5.0,0,0,0.1103202846975089,0.2330960854092527,5.0,0,True,False,True,Free-oriented,Unspecified,Top spender,True,False,Low Engagement Users,Gen X | Free-oriented | with children
Female,33,Occitanie,Rural isolé,actif,Commerçants et assimilés (moins de 10 salariés),Salarié de l’État,3 à 5 fois par semaine,Tous les jours ou presque,Souvent légale,autant légale,souvent gratuit,55.0,,régulièrement,Oui,souvent gratuit,De temps en temps,compte partagé,4 personnes,2,couple,25-34,Millennial,2,4,True,Family with children,Rural,5,4.0,2.0,2.0,1.0,3,1,2.0,3.0,1.0,10,0.8714285714285714,9.0,0.6000000000000001,1.8571428571428572,7,7,7,1.5,15,2.0,0,0,0.4377224199288256,0.4375667259786477,24.0,0,True,True,True,Free-oriented,Hybrid,Top spender,True,False,Hybrid Monetizers,Millennial | Free-oriented | with children
Male,64,Pays de la Loire,Rural isolé,retraite,Employés de commerce,,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,ancien utilisateur,Non,payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Rural,7,3.0,1.0,1.0,0.0,1,0,0.0,0.0,0.9,9,0.7124999999999999,1.0,0.1,1.0,3,1,0,0.0,0,5.0,0,0,0.042704626334519574,0.13156138790035588,5.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Boomer+ | Free-oriented | without children
Male,32,Nouvelle-Aquitaine,Rural isolé,actif,Cadres d'entreprise (administratifs et commerciaux),Salarié du privé ou association,Plusieurs fois par jour,1 à 3 fois par mois,Légale,autant légale,gratuit,12.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,25-34,Millennial,0,1,False,Single / other,Rural,7,2.0,1.0,1.0,0.0,0,0,0.0,0.0,0.9,9,0.825,0.0,0.4,2.3333333333333335,6,10,0,0.0,0,5.0,0,0,0.11743772241992882,0.3227313167259786,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Millennial | Free-oriented | without children
Female,50,Occitanie,Ville moyenne (50k–100k hab.),actif,Employés civils et agents de service publics,Salarié de l’État,Plusieurs fois par jour,,,autant légale,,10.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,50-64,Gen X,0,1,False,Single / other,Urban,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.65,0.0,0.3,3.0,2,1,0,0.0,0,5.0,0,0,0.03914590747330961,0.09299377224199289,5.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,52,Nouvelle-Aquitaine,Rural périurbain,chômeur,Employés administratifs d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,1 à 3 fois par mois,Légale,autant légale,gratuit,6.0,,occasionnellement,Non,payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,50-64,Gen X,0,2,False,Couple without children,Rural,7,2.0,1.0,1.0,0.0,2,0,0.0,0.0,0.9,9,0.825,2.0,0.4,2.0,3,3,0,0.0,0,5.0,0,0,0.08540925266903915,0.15687277580071174,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,56,Île-de-France,Autres / hors unité urbaine,chômeur,Employés administratifs d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,15.0,Sur d’autres appareils,jamais,Non,souvent payante,Je ne sais pas ce que c’est,compte partagé,2 personnes,Aucun,enfant,50-64,Gen X,0,2,False,Single / other,Other,7,4.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.5,2.1666666666666665,6,7,0,0.0,0,4.666666666666667,0,0,0.11743772241992882,0.3039813167259786,4.666666666666667,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,45,Occitanie,Rural isolé,actif,Ouvriers non qualifiés industriels,Salarié du privé ou association,Plusieurs fois par jour,1 à 3 fois par mois,Légale,autant légale,gratuit,25.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,3 personnes,Aucun,célibataire,35-49,Gen X,0,3,False,Single / other,Rural,7,2.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,0.825,0.0,0.5,2.2857142857142856,7,7,0,0.0,0,5.0,0,0,0.12099644128113879,0.34254893238434164,5.0,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Gen X | Free-oriented | without children
Male,27,Occitanie,Rural isolé,actif,Cadres de la fonction publique,Salarié de l’État,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,souvent gratuit,40.0,Sur d’autres appareils,ancien utilisateur,Non,payante,Jamais,abonné,3 personnes,1,couple,25-34,Gen Z,1,3,True,Family with children,Rural,7,4.0,1.0,2.0,2.0,1,0,0.0,0.0,1.0,10,1.0,1.0,0.7,1.625,8,12,0,0.0,2,5.0,0,0,0.22419928825622776,0.4422597864768683,7.0,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,48,Occitanie,Rural isolé,autre,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,payante,12.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,1 personne,Aucun,célibataire,35-49,Gen X,0,1,False,Single / other,Rural,7,4.0,1.0,5.0,1.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.8999999999999999,1.6666666666666667,6,4,0,0.0,0,5.0,0,0,0.11743772241992882,0.2852313167259786,5.0,0,True,False,True,Paid-oriented,Legal Paid,Mid spender,False,False,Low Engagement Users,Gen X | Paid-oriented | without children
Female,38,Île-de-France,Ville moyenne (50k–100k hab.),actif,Services directs aux particuliers,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,souvent gratuit,40.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,4 personnes,2,couple,35-49,Millennial,2,4,True,Family with children,Urban,7,4.0,1.0,2.0,1.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.6000000000000001,2.0,12,9,0,0.0,0,5.0,0,0,0.22419928825622776,0.5735097864768683,5.0,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Millennial | Free-oriented | with children
Female,57,Occitanie,Rural isolé,actif,"Professeurs, professions scientifiques",Salarié de l’État,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,9.0,,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,3 personnes,Aucun,couple,50-64,Gen X,0,3,False,Couple without children,Rural,7,3.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,0.9124999999999999,0.0,0.5,1.0,3,5,0,0.0,0,5.0,0,0,0.08540925266903915,0.16937277580071172,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,57,Auvergne-Rhône-Alpes,Bourg / petite agglomération,actif,Employés administratifs d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,,,autant légale,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,3 personnes,Aucun,couple,50-64,Gen X,0,3,False,Couple without children,Other,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,1.0,2,2,0,0.0,0,5.0,0,0,0.060498220640569395,0.1056494661921708,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Male,51,Hauts-de-France,Rural isolé,actif,Commerçants et assimilés (moins de 10 salariés),Chef d'entreprise à son compte,Plusieurs fois par jour,1 à 5 fois par semaine,Autant,davantage légale,gratuit,5.0,Sur d’autres appareils,occasionnellement,Non,souvent payante,De temps en temps,,4 personnes,1,couple,50-64,Gen X,1,4,True,Family with children,Rural,7,3.0,3.0,1.0,0.0,2,1,0.0,0.0,0.9,9,0.9124999999999999,3.0,0.4,1.1111111111111112,9,12,3,0.0,5,4.666666666666667,0,0,0.40213523131672596,0.5331405693950179,12.666666666666668,0,True,True,True,Free-oriented,Hybrid,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | with children
Male,35,Île-de-France,Autres / hors unité urbaine,actif,Professions intermédiaires commerciales et administratives,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,autant,45.0,,occasionnellement,Non,payante,Jamais,compte partagé,5 personnes,3,couple,35-49,Millennial,3,5,True,Family with children,Other,7,4.0,1.0,3.0,1.0,2,0,0.0,0.0,1.0,10,1.0,2.0,0.7,2.4,10,20,0,0.0,0,5.0,0,0,0.19572953736654805,0.5587188612099644,5.0,0,True,False,True,Balanced,Unspecified,High spender,True,False,Low Engagement Users,Millennial | Balanced | with children
Male,61,Nouvelle-Aquitaine,Rural isolé,actif,Ingénieurs et cadres techniques d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,souvent gratuit,40.0,Sur d’autres appareils,ancien utilisateur,Non,payante,Je ne sais pas ce que c’est,abonné,2 personnes,1,célibataire,50-64,Boomer+,1,2,True,Family with children,Rural,7,3.0,1.0,2.0,2.0,1,0,0.0,0.0,1.0,10,0.9124999999999999,1.0,0.7,2.272727272727273,11,13,0,0.0,0,5.0,0,0,0.199288256227758,0.5535364768683274,5.0,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Boomer+ | Free-oriented | with children
Female,56,Occitanie,Rural isolé,actif,Professions intermédiaires de la santé et du travail social,Salarié d’un hôpital public,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,50-64,Gen X,0,1,False,Single / other,Rural,7,4.0,1.0,1.0,0.0,0,0,0.0,0.0,0.9,9,0.8,0.0,0.1,1.0,2,3,0,0.0,0,5.0,0,0,0.03914590747330961,0.10549377224199288,5.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Low Engagement Users,Gen X | Free-oriented | without children
Female,54,Bourgogne-Franche-Comté,Rural isolé,actif,Employés administratifs d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,18.0,Sur d’autres appareils,jamais,Non,payante,Jamais,compte partagé,2 personnes,Aucun,couple,50-64,Gen X,0,2,False,Couple without children,Rural,7,4.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.5,2.5,8,7,0,0.0,0,5.0,0,0,0.14590747330960854,0.38752224199288254,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,62,Occitanie,Grande ville (100k–500k hab.),retraite,Professions intermédiaires commerciales et administratives,,Plusieurs fois par jour,,,autant légale,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,50-64,Boomer+,0,1,False,Single / other,Urban,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,1.0,1,2,0,0.0,0,5.0,0,0,0.03558718861209965,0.060676156583629896,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Male,40,Nouvelle-Aquitaine,Rural isolé,autre,,,3 à 5 fois par semaine,1 à 5 fois par semaine,Souvent légale,autant légale,gratuit,0.0,,ancien utilisateur,Non,souvent payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,célibataire,35-49,Millennial,0,2,False,Single / other,Rural,5,3.0,2.0,1.0,0.0,1,0,0.0,0.0,0.9,9,0.5839285714285714,1.0,0.1,1.0,3,3,4,4.0,3,4.666666666666667,0,0,0.23843416370106763,0.20278024911032028,11.666666666666668,0,False,True,True,Free-oriented,Hybrid,Non-spender,False,False,Low Engagement Users,Millennial | Free-oriented | without children
Female,31,Île-de-France,Autres / hors unité urbaine,actif,Employés administratifs d'entreprise,Travaille pour un membre de la famille non rémunéré,Plusieurs fois par jour,,,autant légale,,15.0,Sur d’autres appareils,ancien utilisateur,Non,souvent gratuit,De temps en temps,abonné,3 personnes,1,couple,25-34,Millennial,1,3,True,Family with children,Other,7,0.0,0.0,0.0,2.0,1,1,2.0,0.0,0.7,7,0.65,4.0,0.5,1.6,5,6,4,1.5,4,2.3333333333333335,0,0,0.2918149466192171,0.3125444839857651,10.333333333333334,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Risk-Oriented Free Users,Millennial | Free-oriented | with children
Female,46,Occitanie,Rural isolé,actif,Cadres d'entreprise (administratifs et commerciaux),Salarié du privé ou association,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,souvent gratuit,15.0,,régulièrement,Non,payante,Je ne sais pas ce que c’est,abonné,4 personnes,1,couple,35-49,Gen X,1,4,True,Family with children,Rural,7,3.0,1.0,2.0,2.0,3,0,0.0,0.0,1.0,10,0.9124999999999999,3.0,0.7,1.75,4,3,0,0.0,0,5.0,0,0,0.08896797153024912,0.1954403914590747,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | with children
Female,53,Hauts-de-France,Grande ville (100k–500k hab.),actif,Services directs aux particuliers,Salarié du privé ou association,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,0.0,,jamais,Non,payante,Jamais,compte partagé,3 personnes,Aucun,célibataire,50-64,Gen X,0,3,False,Single / other,Urban,7,3.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,0.7124999999999999,0.0,0.2,1.0,3,6,0,0.0,0,5.0,0,0,0.08540925266903915,0.17562277580071173,5.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Gen X | Free-oriented | without children
Female,41,Hauts-de-France,Petite ville (20k–50k hab.),actif,"Professeurs des écoles, instituteurs",Salarié de l’État,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,souvent payante,40.0,,jamais,Non,payante,Je ne sais pas ce que c’est,abonné,4 personnes,2,couple,35-49,Millennial,2,4,True,Family with children,Urban,7,4.0,1.0,4.0,2.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.9000000000000001,4.75,4,7,0,0.0,0,5.0,0,0,0.1103202846975089,0.22684608540925266,5.0,0,True,False,True,Paid-oriented,Legal Paid,High spender,True,False,Premium Legal Users,Millennial | Paid-oriented | with children
Female,46,Pays de la Loire,Rural isolé,actif,Professions intermédiaires administratives de la fonction publique,Salarié de l’État,Plusieurs fois par jour,,,autant légale,,0.0,,jamais,,,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,35-49,Gen X,0,1,False,Single / other,Rural,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.4,4,0.45,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0.0498220640569395,0.01494661921708185,0.0,1,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Male,65,Provence-Alpes-Côte d’Azur,Bourg / petite agglomération,retraite,"Policiers, militaires et gendarmes",,Plusieurs fois par jour,,,,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,65+,Boomer+,0,2,False,Couple without children,Other,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,38,Auvergne-Rhône-Alpes,Petite ville (20k–50k hab.),actif,Employés administratifs d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,gratuit,10.0,Sur d’autres appareils,régulièrement,Non,souvent payante,Régulièrement,abonné,4 personnes,2,couple,35-49,Millennial,2,4,True,Family with children,Urban,7,4.0,1.0,1.0,2.0,3,2,0.0,0.0,1.0,10,1.0,5.0,0.6000000000000001,1.0,6,5,0,0.0,0,3.3333333333333335,0,0,0.11743772241992882,0.2914813167259786,3.3333333333333335,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
Male,54,Nouvelle-Aquitaine,Rural isolé,actif,Professions libérales de la santé,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,gratuit,40.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,,5 personnes,1,couple,50-64,Gen X,1,5,True,Family with children,Rural,7,4.0,1.0,1.0,0.0,0,0,0.0,0.0,0.9,9,1.0,0.0,0.4,1.0,5,3,0,0.0,0,5.0,0,0,0.09252669039145907,0.23400800711743772,5.0,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Gen X | Free-oriented | with children
